borrower_id,age,gender,state,borrower_segment,recharge_freq_30d,recharge_avg_amount_inr,recharge_amount_cv,upi_active_days_30d,upi_monthly_txn_count,job_app_sessions_per_week,sim_tenure_months,elec_payment_delay_days,elec_bill_variance_pct,water_gas_bill_available,water_gas_payment_delay_days,rent_receipt_streak_months,rent_amount_cv,declared_monthly_income_inr,sms_avg_monthly_credit_inr,sms_avg_monthly_debit_inr,sms_debit_to_credit_ratio,sms_credit_regularity_score,gig_payment_inflows_monthly_inr,gig_income_trend,income_declaration_ratio,salary_slip_available,salary_slip_net_income_inr,salary_slip_months_count,employer_verified,rental_agreement_available,rental_agreement_tenure_months,rental_amount_match_utility,utility_bill_available,utility_address_match_id,id_verified,id_type,id_address_match_score,behavioral_score_0_100,household_score_0_100,income_score_0_100,document_score_0_100,credit_score,risk_category,loan_approved,loan_amount_eligible_inr,default_label
BRW-00073,31,M,Maharashtra,Formal Salaried,4,362.63248230106814,0.28988841920495306,25.0,30.0,0,85,-2,0.022,1,1.0,11,0.0,61811,43681.51844240482,37370.958711539475,0.741,0.8563569669657215,2716,Stable,1.08,1,43553.0,3.0,1,1,32.0,1.0,1,1,1,Voter ID,0.888,85.0,97.2,96.1,95.1,850,Low Risk,1,1483464,0
BRW-00074,51,F,Tamil Nadu,Self-Employed,4,290.1543709779189,0.15936901703521208,17.0,18.0,2,39,-10,0.159,1,1.0,16,0.03,35793,22158.9337573069,9794.602885583226,0.701,0.6991202562921114,5297,Stable,1.486,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.847,74.2,97.2,58.5,42.0,564,High Risk,0,0,0
BRW-00075,46,M,Tamil Nadu,Self-Employed,5,242.2425837398694,0.16207713476933988,22.0,37.0,2,29,0,0.191,1,3.0,10,0.03,126854,98278.42004280038,56290.612583405935,0.765,0.4684463102799802,3161,Declining,1.49,1,100861.0,6.0,1,0,,,1,1,1,Aadhaar,0.99,79.6,91.7,67.1,85.7,725,Low Risk,1,3044496,0
BRW-00076,41,M,Bihar,Self-Employed,5,690.7002506875382,0.28964241368825444,20.0,22.0,0,37,-9,0.208,0,,10,0.09,68106,54834.19475296336,29202.372976571365,0.596,0.339506117575332,11582,Growing,1.41,0,,,0,1,16.0,1.0,1,1,1,PAN+Aadhaar,0.858,81.1,73.8,68.5,56.3,642,Medium Risk,1,817272,0
BRW-00077,26,F,Maharashtra,Self-Employed,5,484.96321759606,0.1681168427012706,25.0,12.0,2,30,0,0.089,1,7.0,9,0.04,105662,92843.3859755916,46762.03696848428,0.599,0.4119779809177673,2653,Declining,1.256,0,,,0,0,,,1,1,0,Aadhaar,0.33535977755137564,82.6,91.1,76.5,42.3,571,High Risk,0,0,1
BRW-00078,22,F,Karnataka,Formal Salaried,4,552.2656073886383,0.1177760283347671,21.0,55.0,0,72,0,0.054,1,1.0,23,0.045,114764,93728.40763507679,106515.48398096522,0.714,0.7322304617549243,761,Stable,1.071,1,100076.0,1.0,1,1,22.0,0.0,1,1,1,Voter ID,0.986,83.4,99.0,97.4,92.8,832,Low Risk,1,2754336,0
BRW-00079,51,M,UP,Informal Salaried,4,150.6873546097657,0.310474244220648,17.0,17.0,7,11,1,0.254,0,,11,0.189,39114,26542.72982117369,21259.55336908448,0.918,0.7849372645617135,805,Stable,1.695,0,,,0,1,33.0,1.0,1,1,0,Aadhaar,0.19453230350301287,54.4,71.9,49.0,57.1,536,High Risk,0,0,1
BRW-00080,24,M,Karnataka,Formal Salaried,5,315.08925625257484,0.20016458152923497,24.0,45.0,0,18,3,0.063,1,5.0,17,0.049,114131,120424.95338392201,90270.55610729854,0.792,0.8135096159048932,803,Declining,1.133,1,83727.0,2.0,1,1,27.0,0.0,1,1,1,Aadhaar,0.775,79.6,88.3,90.8,93.0,787,Low Risk,1,2739144,0
BRW-00081,35,F,Rajasthan,Unbanked Rural,1,210.6963013189669,0.5379099650699705,,,0,9,-3,0.544,1,24.0,3,0.382,5972,2159.176510447188,2316.4431534834202,0.885,0.13344713171193778,820,Growing,2.381,0,,,0,0,,,0,0,1,Aadhaar,0.959,37.1,68.3,8.0,22.6,300,Very High Risk,0,0,1
BRW-00082,51,M,UP,Gig Worker,4,182.64048577640511,0.14644091604467588,25.0,51.0,5,38,9,0.184,1,13.0,7,0.104,15360,11706.8529997021,9041.491724477333,0.823,0.779727300499568,10373,Stable,1.301,1,10845.0,4.0,0,0,,,0,0,0,PAN+Aadhaar,0.013158870622191303,77.9,52.7,50.3,50.5,542,High Risk,0,0,1
BRW-00083,25,F,Tamil Nadu,Informal Salaried,2,205.17951658751858,0.3512149322488673,15.0,6.0,5,56,10,0.34,1,11.0,8,0.126,12632,12907.711050425933,5161.396079707461,0.913,0.4355568681656073,6973,Growing,1.374,1,10015.0,4.0,1,0,,,1,1,1,Driving Licence,0.899,59.9,48.9,40.4,82.3,557,High Risk,0,0,0
BRW-00084,39,F,Gujarat,Formal Salaried,3,199.86604564085465,0.11866764505870042,21.0,22.0,0,42,-7,0.095,1,-8.0,16,0.009,65958,53232.82699102409,43402.655322174935,0.706,0.7290616512774061,1541,Declining,1.056,1,53226.0,3.0,0,0,,,1,1,1,Aadhaar,0.844,75.8,98.3,94.6,69.1,706,Medium Risk,1,791496,0
BRW-00085,46,Other,Rajasthan,Informal Salaried,4,99.38414732327091,0.22327655219048237,17.0,13.0,3,52,26,0.332,1,17.0,3,0.171,14948,7600.706071388575,14983.835766533371,0.787,0.701430930403965,4704,Declining,1.296,1,11426.0,6.0,1,0,,,1,1,1,Aadhaar,0.85,74.4,36.8,52.3,84.9,617,High Risk,1,89688,0
BRW-00086,22,M,Maharashtra,Informal Salaried,2,241.7189318324152,0.39442901092506755,20.0,20.0,6,48,4,0.2,0,,8,0.183,25346,24952.050015209792,12548.766702781862,0.855,0.7774468331361469,2970,Declining,1.297,1,21221.0,6.0,1,1,10.0,1.0,1,0,1,Aadhaar,0.79,63.3,54.9,54.4,90.2,649,Medium Risk,1,304152,1
BRW-00087,36,F,UP,Self-Employed,4,254.55356094759478,0.2014286305988749,20.0,11.0,0,21,-4,0.216,1,1.0,8,0.105,133858,124294.47500896719,45453.03570756207,0.705,0.7054917914967254,10047,Growing,1.322,1,96970.0,3.0,1,0,,,1,1,1,Voter ID,0.893,72.0,86.4,83.6,80.8,772,Low Risk,1,3212592,0
BRW-00088,30,F,Delhi,Gig Worker,3,253.90258796353095,0.1626507702706197,23.0,57.0,1,17,-6,0.14,1,5.0,7,0.137,33008,19114.35568278034,22465.577673160187,0.77,0.6556598504199926,23975,Growing,1.569,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.887,68.2,85.3,47.9,42.2,571,High Risk,0,0,1
BRW-00089,36,M,Bihar,Unbanked Rural,1,155.63875441230846,0.6646574630281237,,,0,34,11,0.418,1,12.0,2,0.328,17120,8124.162461822493,9113.834089776608,0.955,0.426094753521551,1522,Declining,2.06,0,,,0,0,,,0,0,1,Aadhaar,0.797,43.1,32.8,19.0,21.7,300,Very High Risk,0,0,1
BRW-00090,45,M,Maharashtra,Gig Worker,3,282.0446029026406,0.33990139764280164,18.0,59.0,1,12,1,0.127,0,,8,0.07,45283,24426.180251257403,28099.21600881935,0.837,0.8306435052757776,38391,Growing,1.4,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.885,57.1,66.8,67.3,42.2,539,High Risk,0,0,0
BRW-00091,25,F,Gujarat,Formal Salaried,3,196.5393174737717,0.07602982245711414,21.0,42.0,0,34,-1,0.082,1,-3.0,6,0.002,80908,72266.17564242134,53535.53787795642,0.593,1.1250302539515626,2015,Stable,1.14,1,68908.0,6.0,1,0,,,1,1,1,Aadhaar,0.993,74.0,83.8,92.8,85.7,780,Low Risk,1,1941792,0
BRW-00092,33,M,Tamil Nadu,Self-Employed,4,276.19999510781327,0.2490993942560267,26.0,14.0,2,72,-1,0.114,1,8.0,10,0.095,27818,37360.50438417839,15875.308000446003,0.629,0.5383276530191122,7370,Stable,0.918,0,,,0,1,14.0,1.0,1,1,1,Aadhaar,0.929,84.6,93.1,71.8,56.7,667,Medium Risk,1,333816,0
BRW-00093,27,M,Maharashtra,Self-Employed,5,364.72543974901316,0.3151320993535594,26.0,18.0,1,21,3,0.103,1,1.0,10,0.063,90655,58337.49635203601,45157.32222732741,0.705,0.5317757970940348,11734,Growing,1.385,1,70987.0,4.0,0,1,21.0,0.0,1,0,0,Aadhaar,0.283,80.3,82.7,78.8,55.9,629,Medium Risk,1,1087860,0
BRW-00094,45,M,Karnataka,Gig Worker,4,230.7440817613736,0.206844730432922,26.0,20.0,4,36,0,0.293,0,,3,0.249,45579,42202.29388926861,29049.241782242214,0.679,0.5976416616154058,26288,Stable,1.269,0,,,0,0,,,0,0,1,Voter ID,0.979,77.4,55.1,73.5,22.7,470,Very High Risk,0,0,1
BRW-00095,32,F,Maharashtra,Self-Employed,3,568.7770112667035,0.3477233505092506,25.0,18.0,1,71,-9,0.082,1,-2.0,5,0.03,75178,65233.58462292733,71508.83387716972,0.842,0.37873146360661614,1672,Declining,1.259,0,,,0,1,19.0,1.0,0,0,1,Passport,0.894,79.7,81.4,72.8,36.5,545,High Risk,0,0,1
BRW-00096,34,F,Delhi,Gig Worker,4,160.8797229351256,0.2678956751155895,29.0,29.0,1,11,1,0.253,1,5.0,5,0.221,44837,32153.883249173417,14879.075008462527,0.674,0.4604154996693159,12304,Declining,1.556,0,,,0,1,19.0,1.0,1,1,1,Voter ID,0.784,74.7,74.8,53.8,55.9,563,High Risk,0,0,0
BRW-00097,55,F,Maharashtra,Gig Worker,3,399.239833925646,0.25085838535913957,25.0,23.0,2,22,-12,0.297,1,5.0,3,0.146,15975,8896.814052408736,9050.538354785529,0.731,0.6063803194177356,43097,Stable,1.622,0,,,0,0,,,1,1,1,Aadhaar,0.887,68.5,72.7,37.6,42.2,514,Very High Risk,0,0,1
BRW-00098,46,M,Maharashtra,Informal Salaried,4,243.07843004898305,0.1636697228937078,21.0,7.0,6,55,7,0.106,0,,6,0.174,26265,18001.760366296123,19173.33983815209,0.919,0.7290555370724947,1708,Stable,1.356,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.795,75.8,41.1,56.6,41.7,450,Very High Risk,0,0,1
BRW-00099,28,M,Delhi,Formal Salaried,3,475.36945794768843,0.1957028107395186,26.0,24.0,1,54,-4,0.111,1,-5.0,20,0.041,93518,53043.594107322075,49507.55996336719,0.57,1.1904737993701988,2447,Stable,1.112,1,69534.0,2.0,1,0,,,1,1,1,Aadhaar,0.942,82.2,98.0,96.6,79.7,793,Low Risk,1,2244432,1
BRW-00100,25,F,Tamil Nadu,Formal Salaried,5,308.7562836579244,0.14522118119412925,26.0,25.0,0,79,-1,0.053,1,-7.0,22,0.046,34318,27346.556395872663,23254.99573689298,0.755,0.8254185120848222,740,Stable,1.113,1,27431.0,1.0,1,1,23.0,1.0,1,1,1,Voter ID,0.992,92.9,99.1,74.3,92.8,832,Low Risk,1,823632,0
BRW-00101,29,M,Maharashtra,Formal Salaried,4,415.99209305810115,0.05312692515769005,24.0,28.0,1,89,1,0.025,0,,23,0.015,65081,83546.04538361372,33948.891302353535,0.693,0.715080310485614,1292,Stable,0.96,1,56454.0,1.0,1,1,33.0,1.0,1,0,1,PAN+Aadhaar,0.84,87.2,78.4,92.7,83.4,770,Low Risk,1,1561944,0
BRW-00102,41,M,Maharashtra,Gig Worker,2,251.01899626300855,0.25025378062576586,19.0,57.0,1,29,-3,0.169,0,,2,0.24,28134,16915.253000627414,15087.807783278613,0.609,0.8408459663688389,32233,Declining,1.354,0,,,0,1,11.0,1.0,1,1,0,Passport,0.16837165934543025,62.3,54.9,59.7,56.3,537,High Risk,0,0,0
BRW-00103,50,F,Maharashtra,Informal Salaried,3,225.60870791018277,0.6361523889745232,20.0,16.0,7,18,13,0.381,1,-3.0,5,0.073,16664,7858.766199856901,7271.36820895741,0.926,0.4001564427942876,1270,Growing,1.79,0,,,0,0,,,0,0,1,Aadhaar,0.855,51.9,40.8,29.8,22.0,346,Very High Risk,0,0,1
BRW-00104,31,Other,Karnataka,Gig Worker,2,293.4302471187086,0.3181639732135286,23.0,64.0,4,34,0,0.083,0,,9,0.066,25841,20461.4806424447,8688.973526973798,0.611,0.530918946381398,35278,Growing,1.425,0,,,0,0,,,0,0,1,Voter ID,0.821,64.3,73.5,47.7,21.8,482,Very High Risk,0,0,1
BRW-00105,55,F,Rajasthan,Unbanked Rural,1,192.02038360542886,0.5430342360307758,3.0,0.0,1,33,35,0.435,1,22.0,1,0.229,14751,8041.480325802521,8136.058464783828,0.929,0.17234859996849683,1379,Growing,1.982,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.949,37.4,30.1,11.8,22.6,300,Very High Risk,0,0,1
BRW-00106,47,F,Maharashtra,Informal Salaried,2,96.08107446330297,0.5014745176738343,13.0,20.0,5,29,2,0.25,1,5.0,10,0.174,22427,16551.81219365744,11993.927873298888,0.712,0.5088283057364926,4344,Stable,1.542,0,,,0,0,,,0,0,1,Aadhaar,0.904,47.2,83.6,40.4,22.3,394,Very High Risk,0,0,1
BRW-00107,24,F,Maharashtra,Informal Salaried,2,147.8340163693582,0.34307221150311085,22.0,7.0,4,21,-1,0.362,0,,8,0.121,17483,7486.3240821756035,7112.631717088932,0.718,0.6963773712087676,4527,Growing,1.792,0,,,0,1,22.0,0.0,0,0,1,PAN+Aadhaar,0.766,55.4,66.2,34.8,35.8,433,Very High Risk,0,0,1
BRW-00108,27,M,Delhi,Self-Employed,5,295.25454207607066,0.17075737556130674,24.0,11.0,2,22,3,0.067,1,-4.0,12,0.103,119667,138777.77119581346,90406.46136764159,0.811,0.47218541189673346,1586,Stable,1.304,0,,,0,1,31.0,1.0,1,1,1,Passport,0.96,77.9,88.2,76.6,56.9,642,Medium Risk,1,1436004,1
BRW-00109,26,F,Bihar,Informal Salaried,3,310.82702015286804,0.39069258164047027,21.0,15.0,4,37,1,0.304,1,14.0,9,0.159,13959,6145.616520352385,9302.185795349167,0.891,0.7148660490064657,3487,Stable,1.719,0,,,0,1,24.0,1.0,1,1,1,Passport,0.797,64.6,83.8,33.4,56.0,536,High Risk,0,0,0
BRW-00110,26,Other,Tamil Nadu,Formal Salaried,5,270.8646361791256,0.2605676067363484,21.0,55.0,1,23,-4,0.108,1,-4.0,6,0.01,55165,55378.26398822157,40613.608257856395,0.599,1.3357806802916794,259,Stable,1.027,0,,,0,0,,,1,1,1,Voter ID,0.995,76.9,83.4,98.6,42.8,652,Medium Risk,1,661980,0
BRW-00111,44,M,UP,Informal Salaried,2,163.3927589401198,0.4021243589999588,23.0,7.0,3,40,1,0.301,0,,6,0.192,11749,8370.684647643215,6610.992365722513,0.855,0.29896449925244367,2462,Growing,1.359,0,,,0,1,12.0,0.0,1,1,1,Aadhaar,0.844,66.2,58.8,38.7,56.3,522,High Risk,0,0,1
BRW-00112,30,F,Karnataka,Formal Salaried,5,346.7561853590704,0.15333973871147635,21.0,43.0,0,50,-2,0.143,1,2.0,9,0.003,94927,62084.52678408314,73304.72218638216,0.749,0.5812841478214275,2700,Stable,1.166,1,82784.0,5.0,0,1,23.0,1.0,1,1,1,Passport,0.904,87.4,90.1,87.8,86.6,814,Low Risk,1,2278248,0
BRW-00113,56,F,UP,Unbanked Rural,1,194.2031886374563,0.42427648556475406,8.0,1.0,1,19,30,0.529,0,,1,0.369,12634,4699.237435844551,5407.598678262974,1.022,0.451860237518985,1149,Stable,2.489,0,,,0,1,35.0,1.0,0,0,1,PAN+Aadhaar,0.769,38.2,10.8,19.0,35.8,300,Very High Risk,0,0,1
BRW-00114,41,F,UP,Self-Employed,5,465.09332557791777,0.3054918636798343,22.0,29.0,0,48,-9,0.058,0,,8,0.05,96150,72275.3497615459,64247.21620395996,0.664,0.6631341729187082,11140,Growing,1.337,0,,,0,0,,,1,1,1,Aadhaar,0.836,86.1,71.5,81.0,41.9,613,High Risk,1,576900,0
BRW-00115,56,F,Tamil Nadu,Gig Worker,4,174.27460905584343,0.3128063376325812,27.0,66.0,5,18,2,0.184,0,,2,0.15,39866,26535.163407632834,25321.50349543182,0.851,0.7475711047857697,29233,Declining,1.307,1,34686.0,6.0,1,0,,,1,1,1,Aadhaar,0.951,69.1,47.5,60.9,85.4,664,Medium Risk,1,478392,0
BRW-00116,39,F,Gujarat,Unbanked Rural,2,112.59367661721897,0.382239295807511,,,0,11,21,0.359,1,22.0,2,0.227,15282,7324.15905952539,5309.410329833051,0.927,0.27456065541212665,388,Stable,2.478,0,,,0,0,,,1,1,0,Aadhaar,0.042182902575262554,41.8,33.9,13.7,42.1,340,Very High Risk,0,0,1
BRW-00117,38,F,Maharashtra,Self-Employed,3,504.21700366322835,0.30514286141563773,27.0,11.0,0,75,0,0.112,0,,16,0.037,40319,26243.34195661156,17625.518630094582,0.741,0.6264694348651438,8922,Stable,1.487,0,,,0,0,,,0,0,1,Aadhaar,0.976,82.1,80.4,51.7,22.7,504,Very High Risk,0,0,1
BRW-00118,45,M,Delhi,Formal Salaried,4,273.6421489859124,0.12405714483836135,24.0,45.0,0,18,1,0.079,1,-2.0,13,0.018,66726,51101.41666988759,57602.13348359352,0.795,0.5382398031108634,2266,Declining,0.955,1,47790.0,3.0,1,0,,,1,1,1,Voter ID,0.894,75.8,95.1,97.1,80.8,782,Low Risk,1,1601424,0
BRW-00119,24,F,Maharashtra,Unbanked Rural,1,81.69376327428611,0.4041148881349561,,,0,26,13,0.354,1,55.0,2,0.158,8859,1992.0776280901339,2616.374808789581,0.859,0.19884459632996646,276,Stable,3.179,0,,,0,0,,,0,0,1,Aadhaar,0.982,44.7,33.9,7.9,22.8,300,Very High Risk,0,0,1
BRW-00120,53,M,Delhi,Gig Worker,4,180.7809832067485,0.3258177164646503,21.0,59.0,5,39,0,0.175,1,2.0,3,0.091,23050,23174.765251569635,14676.046299287036,0.647,0.5321328110481165,38225,Declining,1.115,0,,,0,1,15.0,1.0,1,1,1,Aadhaar,0.996,71.7,74.9,60.8,57.1,613,High Risk,1,138300,1
BRW-00121,56,M,Rajasthan,Self-Employed,3,326.4275541209956,0.18169801316775583,25.0,19.0,1,21,2,0.246,1,0.0,4,0.039,144135,53539.5053341165,50516.51563619712,0.62,0.3500135092911881,8330,Declining,1.892,0,,,0,0,,,1,1,1,Aadhaar,0.863,71.0,69.0,56.5,42.1,493,Very High Risk,0,0,1
BRW-00122,34,M,Delhi,Unbanked Rural,2,137.74990238395102,0.8250113476497101,4.0,1.0,1,21,15,0.235,1,6.0,1,0.247,10331,4403.064073699251,3949.3101756302167,0.841,0.41529350849158037,8,Stable,2.495,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.891,35.4,33.6,17.9,22.2,300,Very High Risk,0,0,1
BRW-00123,46,M,Maharashtra,Informal Salaried,3,119.38181790546075,0.3167022002226357,14.0,22.0,3,12,1,0.377,1,7.0,4,0.17,34583,26288.973098474344,17785.521253257877,0.771,0.3811393840046656,4158,Declining,1.432,0,,,0,1,35.0,1.0,1,1,1,Aadhaar,0.959,53.4,70.2,52.2,56.9,523,High Risk,0,0,1
BRW-00124,30,M,UP,Formal Salaried,4,369.201737250123,0.2610549600622247,20.0,44.0,0,73,0,0.082,1,1.0,21,0.028,113577,79928.70229144054,60610.4615966596,0.736,0.9601073666667748,1187,Stable,1.138,1,98176.0,2.0,1,1,12.0,0.0,0,0,1,Aadhaar,0.805,80.5,98.6,92.4,73.2,784,Low Risk,1,2725848,0
BRW-00125,25,F,UP,Informal Salaried,2,300.3984517620095,0.4240717327791342,10.0,23.0,7,21,0,0.287,1,16.0,2,0.184,39154,27236.41660414158,15305.787616492336,0.819,0.42563862727077717,2371,Stable,1.694,0,,,0,1,14.0,0.0,0,0,1,Aadhaar,0.965,41.1,70.4,40.3,36.9,451,Very High Risk,0,0,1
BRW-00126,35,F,Bihar,Informal Salaried,3,264.3485438818523,0.23415265194099735,11.0,12.0,4,42,0,0.349,0,,4,0.145,16185,6660.253178662896,9623.417294095767,0.794,0.44236014884773067,6170,Declining,1.595,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.898,61.2,56.6,32.9,22.3,374,Very High Risk,0,0,1
BRW-00127,55,F,UP,Self-Employed,4,457.9905290294938,0.3306448528734492,22.0,37.0,0,40,-2,0.122,0,,8,0.089,106348,122127.86868371237,79345.93104975074,0.629,0.7700236576949842,13492,Declining,0.922,0,,,0,0,,,1,0,1,Aadhaar,0.931,78.5,70.4,88.5,33.9,567,High Risk,0,0,1
BRW-00128,32,M,UP,Unbanked Rural,2,194.96943796176058,0.6996009022041458,,,1,13,30,0.372,0,,3,0.3,14448,6204.878553484674,3338.471454804946,0.849,0.5446357790618312,1525,Declining,2.309,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.77,38.6,18.4,18.9,21.5,300,Very High Risk,0,0,1
BRW-00129,24,F,Tamil Nadu,Formal Salaried,5,396.1524729646001,0.09066030648829546,29.0,45.0,0,34,-11,0.073,1,1.0,14,0.022,86389,81228.65948748162,67152.08094414527,0.662,0.8604952292893513,2540,Stable,1.038,1,68172.0,6.0,0,0,,,1,1,1,Aadhaar,0.942,92.0,98.7,96.6,74.0,819,Low Risk,1,2073336,0
BRW-00130,49,F,Karnataka,Gig Worker,4,144.0418408029251,0.3308895587597664,26.0,22.0,1,25,4,0.162,1,4.0,7,0.188,32423,20107.321340607803,28047.405830795782,0.775,0.7755928505866846,41624,Stable,1.233,0,,,0,1,32.0,1.0,0,0,1,Aadhaar,0.828,76.6,70.8,65.1,36.2,510,Very High Risk,0,0,1
BRW-00131,50,F,UP,Informal Salaried,2,225.69240832648023,0.4784296449364398,14.0,7.0,6,31,5,0.378,0,,6,0.06,28500,17893.35509262273,13863.293070945389,0.735,0.4626071694084771,7301,Stable,1.294,0,,,0,0,,,0,0,1,Aadhaar,0.951,48.1,43.3,51.0,22.6,395,Very High Risk,0,0,1
BRW-00132,30,M,Maharashtra,Informal Salaried,2,128.5816910802535,0.37565764089263964,11.0,16.0,5,53,-8,0.349,1,-1.0,3,0.179,24388,24419.408191110993,18568.769729031366,0.943,0.6915612255139016,917,Stable,1.322,0,,,0,0,,,0,0,1,Aadhaar,0.877,56.0,71.8,54.3,22.2,442,Very High Risk,0,0,1
BRW-00133,24,M,Gujarat,Formal Salaried,4,445.95764702567516,0.096852555533985,26.0,36.0,0,29,-1,0.034,0,,14,0.039,71644,81698.2125916192,39319.353615471875,0.661,0.8574230286500915,1369,Declining,1.09,0,,,0,0,,,1,1,1,Aadhaar,0.819,82.8,81.8,90.8,41.8,614,High Risk,1,429864,1
BRW-00134,46,M,Bihar,Informal Salaried,4,223.78510347244952,0.24250591600806357,17.0,21.0,2,26,8,0.132,1,14.0,6,0.087,14018,9392.90196990723,8625.943193977111,0.937,0.572055690308228,2,Stable,1.714,0,,,0,1,11.0,1.0,1,1,1,Aadhaar,0.988,67.8,54.7,28.6,57.1,514,Very High Risk,0,0,1
BRW-00135,55,M,Gujarat,Unbanked Rural,2,159.1390457699047,0.48129889947951515,,,1,35,21,0.371,0,,2,0.33,14989,7096.930514097271,3818.655146481076,0.834,0.3768468199153886,1012,Stable,2.509,0,,,0,0,,,1,1,1,Aadhaar,0.941,48.6,16.0,18.6,42.5,300,Very High Risk,0,0,1
BRW-00136,33,M,Karnataka,Informal Salaried,3,176.48914572714716,0.5102922320231166,23.0,21.0,5,12,-16,0.13,1,-3.0,10,0.052,33930,24321.754751250348,18285.922323032104,0.892,0.4940403545644364,7393,Growing,1.631,0,,,0,0,,,1,1,1,Voter ID,0.996,56.3,92.8,50.2,42.8,544,High Risk,0,0,0
BRW-00137,30,F,Delhi,Gig Worker,3,265.8299073909053,0.31182647777649625,24.0,33.0,2,40,10,0.216,1,-3.0,4,0.093,33208,19905.66661802498,19677.32721829039,0.773,0.6031580976400526,15366,Stable,1.56,0,,,0,0,,,0,0,1,Aadhaar,0.841,74.3,41.3,52.1,21.9,411,Very High Risk,0,0,1
BRW-00138,36,M,Delhi,Self-Employed,5,338.73838130441015,0.14761902224401258,26.0,28.0,2,26,-3,0.079,1,5.0,11,0.027,138222,71819.32237663532,69827.5000566684,0.787,0.8209862647221488,9596,Stable,1.943,0,,,0,0,,,1,1,1,Passport,0.912,82.9,96.2,65.3,42.4,609,High Risk,1,829332,1
BRW-00139,46,M,Bihar,Informal Salaried,4,220.7338423814386,0.26155404384498504,23.0,13.0,5,6,10,0.257,1,-5.0,2,0.167,33054,19371.57299115,25334.13838020846,0.85,0.7504854285918883,5155,Stable,1.204,0,,,0,1,13.0,1.0,1,1,1,Voter ID,0.903,62.6,35.7,68.1,56.6,527,High Risk,0,0,1
BRW-00140,26,M,Rajasthan,Unbanked Rural,1,141.04612692330264,0.5853805927607817,5.0,5.0,1,27,22,0.203,0,,3,0.327,13254,8100.038094018305,8000.994832510162,1.041,0.17857658598449716,320,Declining,1.607,0,,,0,0,,,0,0,1,Voter ID,0.922,38.7,21.4,23.6,22.4,300,Very High Risk,0,0,1
BRW-00141,32,M,Karnataka,Unbanked Rural,1,116.33950609456733,0.6523071802807292,2.0,5.0,1,26,3,0.327,0,,1,0.344,13452,5283.109134806281,2785.207873657534,0.957,0.38293386660321893,477,Stable,3.149,0,,,0,1,34.0,1.0,0,0,1,Aadhaar,0.76,30.0,39.0,19.7,35.8,300,Very High Risk,0,0,1
BRW-00142,55,M,Delhi,Informal Salaried,2,243.4098434315233,0.35484215458657825,15.0,16.0,7,47,10,0.303,0,,3,0.051,13571,7088.668639247143,6210.098732687939,0.896,0.636996906851125,3696,Stable,1.661,0,,,0,1,8.0,1.0,0,0,1,Voter ID,0.823,56.9,19.7,35.9,36.1,349,Very High Risk,0,0,0
BRW-00143,45,M,UP,Gig Worker,3,237.8335191821569,0.4808692552922407,21.0,56.0,1,20,0,0.186,1,5.0,8,0.15,34576,26733.10992288379,17006.535347912457,0.846,0.82974242246525,14963,Stable,1.558,1,26804.0,1.0,0,1,18.0,1.0,1,1,1,Aadhaar,0.977,62.4,86.9,54.0,81.3,661,Medium Risk,1,414912,0
BRW-00144,36,M,Maharashtra,Informal Salaried,2,268.9907549247977,0.4358589348936627,19.0,15.0,3,27,-11,0.393,1,-3.0,6,0.156,31337,20243.126579898664,15028.676348170802,0.879,0.6664175301200611,4679,Growing,1.576,1,25708.0,6.0,1,1,22.0,1.0,0,0,1,Aadhaar,0.856,57.3,78.4,48.1,79.2,653,Medium Risk,1,376044,1
BRW-00145,29,F,Karnataka,Informal Salaried,4,163.392751772797,0.2347674614835873,11.0,24.0,7,11,14,0.362,1,11.0,4,0.073,39935,17645.8916261735,20526.60639244834,0.831,0.5696003602614065,3876,Stable,1.636,0,,,0,0,,,1,1,0,Aadhaar,0.213,50.2,38.7,49.2,21.2,356,Very High Risk,0,0,1
BRW-00146,26,Other,Gujarat,Formal Salaried,5,384.7868740232504,0.22819549014437687,28.0,49.0,1,69,-4,0.067,1,-3.0,7,0.032,39680,32102.157437335638,23747.987943451557,0.618,0.9531579658518899,1557,Stable,0.962,1,29767.0,4.0,1,1,13.0,1.0,1,1,1,Driving Licence,0.803,92.8,86.6,90.5,96.0,850,Low Risk,1,952320,0
BRW-00147,47,M,Delhi,Gig Worker,2,171.06619033446194,0.2968589538434115,24.0,66.0,3,20,-3,0.09,0,,8,0.067,40706,30130.435467386418,22094.268078342546,0.839,0.5778307494410535,12975,Stable,1.599,0,,,0,1,24.0,1.0,1,0,0,Aadhaar,0.138827280568219,61.1,71.0,49.8,48.6,592,High Risk,1,244236,1
